UserID,.net,ajax,android,arrays,asp.net,asp.net-mvc,c,c#,c++,css,django,html,ios,iphone,java,javascript,jquery,json,linux,mysql,objective-c,php,python,regex,ruby,ruby-on-rails,sql,sql-server,wpf,xml
142794,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143030,0,6,0,3,0,0,0,0,0,10,0,9,0,0,0,44,35,1,0,13,0,43,0,2,0,0,9,0,0,0
1431631,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143378,0,0,2,0,0,0,0,0,0,0,0,0,54,9,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
14343,0,0,0,1,0,0,1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,110,1,0,0,0,0,0,2
1441122,0,0,0,5,0,0,0,0,0,0,0,0,0,0,177,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0
14419,0,0,1,0,1,0,0,0,0,0,0,3,0,0,5,1,1,0,0,0,0,2,0,0,0,0,0,0,0,27
1444803,0,0,0,0,0,0,1,1,1,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1445366,0,0,0,5,0,0,0,0,0,0,0,0,233,30,0,0,0,16,0,0,138,0,0,0,0,1,0,0,0,0
144695,0,1,5,0,0,0,0,0,2,4,0,2,31,2,0,7,4,0,0,0,27,0,0,1,0,0,0,0,0,0
1450,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0
1454320,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146780,1,0,0,1,0,0,2,3,16,0,0,0,14,3,4,2,0,0,0,9,15,0,1,1,0,0,7,0,0,0
147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147192,0,0,0,6,0,0,11,0,171,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
147601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1477421,0,0,0,0,0,0,0,2,0,0,0,1,0,0,16,0,0,0,0,0,0,4,1,6,0,0,0,0,0,111
14777,2,0,0,0,0,3,0,2,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1477938,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,5,6,0,0,2,0,5,0,1,0,0,2,1,0,0
14860,0,0,9,38,0,0,246,28,152,0,0,4,7,0,108,16,5,0,53,51,6,36,58,12,4,0,42,5,0,0
149080,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,7,7,0,0,0,0,0,0,0,1,7,0,0,0,0
1491895,0,138,0,291,0,0,148,0,88,96,0,377,0,0,0,1095,833,170,116,1051,0,1321,58,183,0,0,438,0,0,0
149392,0,0,0,5,0,0,29,2,17,0,0,0,0,0,5,0,0,0,1,0,0,0,3,4,9,0,0,0,0,0
1494085,0,0,0,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
149482,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0
14966,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0
1496715,0,3,0,1,0,0,0,0,0,4,0,11,0,0,0,36,29,7,0,1,0,5,0,1,0,0,0,0,0,0
149738,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1499072,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,2,0,10,0,0,0,0,0,0,0,0
1503018,0,0,0,27,0,0,0,0,0,0,0,3,0,0,0,5,0,3,2,25,0,206,0,5,0,0,7,0,0,0
15055,0,0,0,6,0,0,8,0,16,0,0,0,2,0,6,13,2,0,0,0,3,0,49,1,0,0,0,0,0,0
1505939,0,0,0,171,0,0,547,0,629,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
1508,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1508467,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
150939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
151292,1,0,0,0,0,0,7,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151495,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15168,0,0,0,108,0,0,764,0,98,0,0,0,0,0,0,0,0,0,129,19,0,0,16,27,0,0,37,5,0,0
151937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15245,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,24,44,2,0,0,0
152786,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,6,1,0,0,0,0,2,0,23,6,3,1,0,0,1
1529630,0,6,0,41,0,0,0,0,0,306,0,319,0,0,0,513,182,9,0,0,0,17,0,38,0,0,0,0,0,0
1529657,13,2,0,6,67,15,0,154,0,0,0,7,0,0,0,10,17,1,0,2,0,0,0,0,0,0,9,8,4,8
1530563,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1539655,0,3,0,2,0,0,0,0,0,2,33,5,0,0,0,11,12,2,1,1,0,1,49,0,0,0,1,1,0,0
1542290,0,0,0,0,0,0,0,0,0,297,0,278,0,0,0,50,50,0,0,7,0,32,0,0,0,0,2,0,0,0
1544337,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,2,0,1,0,0,5,0,0,0,0,0,0,0,0
15498,46,0,0,0,20,4,0,162,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,0,242,274,0,12
15616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1566221,0,0,0,17,0,0,150,5,118,0,0,0,0,0,16,12,0,0,66,0,0,0,17,39,0,0,0,0,0,0
1567269,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
157027,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
157237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157247,0,58,17,116,14,0,0,21,0,105,0,317,0,0,310,1396,690,95,0,13,0,68,0,54,0,0,10,11,0,9
1576032,19,0,0,5,6,2,0,75,0,2,0,2,0,0,0,4,6,0,0,0,0,0,0,2,0,0,6,2,0,0
1577580,6,0,1,0,0,0,1,18,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2
1578604,9,0,0,7,5,0,0,63,0,0,0,3,0,0,32,39,5,0,0,2,0,47,87,431,2,0,2,2,0,0
157882,0,16,0,0,0,0,0,0,0,9,0,3,0,0,22,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1583,1,0,0,0,1,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0
1586860,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0
159270,3,2,0,0,124,3,1,44,1,5,0,11,0,0,0,20,15,0,0,0,0,1,0,0,0,0,3,3,0,0
1593238,0,0,7,0,0,0,0,0,0,0,0,0,112,36,2,0,0,2,0,0,44,0,0,0,0,0,0,0,0,0
1594090,0,0,0,1,0,0,2,0,51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1595669,0,0,0,17,2,0,0,0,0,123,0,126,0,0,0,34,36,1,0,34,0,107,0,6,0,0,10,0,0,1
1596686,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,2,1,0,3,0,0,1,1,3,30,0,0,0,0,1
160173,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0
1606345,0,0,0,39,0,0,224,0,19,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,1,1,0,0
1606829,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16076,9,0,0,2,5,0,16,37,7,0,0,0,0,0,6,1,0,0,0,13,0,3,0,0,0,0,61,54,0,0
16082,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
16139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16241,24,0,0,0,0,0,0,29,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,4,8,18,0
1628832,0,2,0,1,0,0,0,0,0,5,125,10,0,0,0,11,14,1,0,4,0,1,89,0,0,0,0,0,0,2
16306,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0
1631193,0,0,724,4,0,0,13,0,18,0,0,0,12,0,192,3,0,14,0,7,0,9,0,0,0,0,3,0,0,15
163203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0
1633117,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
164002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16417,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
164216,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
164230,0,0,0,1,0,0,0,0,0,10,0,11,0,0,0,7,6,0,0,1,0,9,0,1,0,0,1,0,0,0
1645431,0,2,2,1,0,0,0,2,0,8,0,9,0,0,0,13,12,0,0,2,0,6,0,0,19,26,1,0,0,1
164835,0,0,3,14,0,0,0,0,2,0,0,4,0,0,115,5,0,0,114,0,0,0,19,139,0,0,0,0,0,3
1651298,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1652031,0,3,0,9,0,0,0,0,0,4,0,5,0,0,0,9,3,5,0,21,0,108,0,4,0,0,7,0,0,4
16534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1654940,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
165495,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,6,0,0,0,1,0,0,0
16616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1668533,0,53,0,13,37,54,0,48,0,83,0,251,0,0,0,594,791,40,0,3,0,26,0,6,0,0,2,0,0,0
167614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,19,1,0,0,0
1677057,0,1,1,0,0,0,0,0,0,6,0,1,3,1,0,9,0,0,0,0,0,14,0,0,0,0,0,0,0,3
1682844,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
168493,2,0,5,2,0,0,0,0,0,0,0,0,23,8,3,0,0,2,0,163,5,37,0,0,0,0,61,4,0,0
1684978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168610,0,0,0,1,0,0,0,1,1,0,0,0,37,8,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
1686485,0,40,0,46,4,0,0,0,0,40,0,163,0,0,0,579,449,73,0,0,0,23,0,0,0,0,0,0,0,0
16883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1693173,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
169346,0,0,0,3,0,0,10,0,1,0,0,0,18,4,2,0,0,2,1,0,30,0,1,0,0,0,0,0,0,0
16940,6,0,0,0,6,8,0,11,0,19,0,7,3,2,0,17,12,0,0,0,0,4,0,0,0,0,0,2,6,0
1695680,2,0,0,0,0,0,0,0,0,10,0,8,0,1,1,11,0,2,1,2,0,7,8,3,0,0,0,0,0,0
16974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1698143,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1698144,0,0,0,0,2,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169992,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0
170231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17034,334,0,0,17,0,0,33,753,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
1705598,0,0,0,27,0,0,0,0,0,0,0,4,0,0,464,0,0,0,0,4,0,0,0,0,0,0,0,0,0,16
1707091,0,0,24,102,0,0,0,0,5,0,0,0,0,0,999,0,0,0,0,12,0,0,0,8,0,0,13,0,0,0
17085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708788,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,5,0,0,0,0,0,0,0,0
1708801,0,0,0,25,0,0,221,0,320,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
17091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1710369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0
171318,0,0,0,21,0,0,9,0,0,0,0,13,0,0,0,0,0,7,127,15,0,306,7,61,8,0,0,0,0,31
17160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
17174,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0
1719752,0,53,4,13,41,12,0,15,0,203,0,474,3,3,0,848,1487,6,0,0,0,38,0,12,0,4,0,0,0,6
1726428,1,0,0,0,9,0,0,14,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0
1740266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40,51,3,0,0,0
1741954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1743470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1743843,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,23,0
1745001,0,0,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,3,121,0,0,5,23,123,0,0,0,0,0,2
174728,0,0,0,4,0,0,1,0,1,0,3,0,0,0,0,0,0,2,0,0,0,0,322,7,0,0,0,0,0,0
1750514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175836,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,22,4,2,0,10,0,4,0,2,19,19,6,0,0,7
1763356,0,0,0,11,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,240,13,0,0,0,0,0,0
1766481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1766831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,0,0,0,0,5,0,0,0
1768303,178,0,0,0,29,16,0,436,14,0,0,9,0,0,0,35,6,0,0,0,0,0,0,0,0,0,0,0,48,0
17693,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1774667,0,0,0,20,0,0,19,0,576,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0
1778973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1779136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,1,0,0,7,5,0,0
1780739,10,0,0,0,0,0,0,14,1,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782465,0,0,0,10,0,0,22,0,503,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0
1783237,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1783619,78,0,0,32,17,8,0,758,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,193,0
1785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178732,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0
1789384,0,0,0,1,0,0,1,0,0,3,0,3,25,0,11,5,2,0,0,0,10,0,0,0,0,0,5,12,0,2
179482,0,2,0,0,3,15,0,4,0,2,0,1,0,0,0,5,2,1,0,0,0,0,0,0,0,0,1,2,0,0
1795271,4,0,0,1,4,4,0,4,0,0,0,0,0,0,0,3,0,4,0,4,0,5,0,0,0,0,3,1,0,2
1797006,0,2,3,0,0,0,1,0,0,0,0,0,0,0,10,1,0,0,1,0,0,0,10,1,0,0,0,0,0,0
179736,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,12,2,1,1,3,0,0,1,2,0,0,2,0,0,0
179855,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,6,0,0,0,0
179910,0,0,0,23,0,0,66,5,449,0,0,0,0,0,4,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0
18017,0,0,2,0,0,0,3,1,0,0,0,0,23,8,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
1805083,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1805295,0,6,0,2,0,0,0,0,0,7,0,23,0,0,0,25,38,2,0,8,0,42,0,1,0,0,1,0,0,0
1806232,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1806289,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181087,9,1,0,0,25,93,0,62,0,1,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,2,0,0,3
1811992,0,2,0,0,0,0,0,0,0,467,0,324,0,0,0,47,54,0,0,0,0,4,0,1,0,0,0,0,0,0
1815797,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,2,8,0,0,0,0,0,0
1816,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182668,0,16,0,46,0,0,0,0,0,55,0,105,0,0,7,648,191,26,0,0,0,6,0,26,0,0,0,0,0,3
18300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833612,4,15,0,1,148,141,0,133,0,7,0,23,0,0,2,38,37,11,0,0,0,0,0,0,0,0,0,2,0,2
183471,0,0,0,0,0,0,1,0,0,1,0,1,4,1,0,5,2,1,0,0,4,0,0,0,0,0,0,0,0,0
183910,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0
18393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184046,3,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1842278,0,0,0,1,0,0,2,5,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,3,0,0,0
1842864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844392,0,0,681,4,0,0,0,0,0,0,0,0,0,0,135,0,0,33,0,0,0,0,0,0,0,0,0,0,0,41
184773,2,0,0,0,1,4,0,15,0,5,0,5,0,0,1,17,2,2,0,3,0,1,1,0,0,0,10,3,0,0
1849444,3,3,0,1,7,44,0,20,0,2,0,4,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0
186193,0,0,0,6,0,0,81,0,166,0,0,2,0,0,0,2,2,0,15,0,0,0,3,0,0,0,0,0,0,0
18664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870803,264,0,0,7,26,22,0,610,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,46,20
187141,0,0,1,0,0,0,0,1,1,1,0,1,4,0,30,2,0,0,3,0,1,0,3,0,10,1,0,0,0,11
1875256,33,105,0,20,141,295,0,411,0,54,0,179,0,0,0,376,629,43,0,13,0,38,0,0,0,0,36,16,5,0
187606,0,1,0,0,0,0,0,0,0,7,0,12,0,0,0,7,3,0,0,6,0,21,0,1,0,0,0,0,0,0
187690,0,0,0,32,0,0,183,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18771,3,4,0,8,0,0,0,14,0,3,0,22,0,0,9,90,41,6,0,4,0,0,13,46,0,0,10,4,0,102
188031,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,0
188276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188826,6,0,3,0,2,8,0,3,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0
1891327,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1891444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0
18936,1,4,3,1,2,3,0,6,1,0,2,12,3,0,9,19,6,7,0,8,0,21,27,3,0,0,0,0,0,0
1897,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0
1897974,0,16,1,41,0,0,0,0,0,14,0,48,0,1,0,68,82,3,2,5,0,89,0,0,0,0,3,0,0,0
1903116,0,0,0,133,0,0,0,0,0,0,0,15,0,0,6,611,19,21,0,0,0,0,958,131,0,0,0,0,0,0
1903366,0,6,1,4,0,0,0,0,0,11,0,16,1,0,0,9,12,6,0,33,0,179,0,0,0,0,7,0,0,0
190597,0,0,0,83,0,0,0,0,0,0,0,9,0,0,0,0,0,11,8,16,0,0,1127,26,0,0,7,0,0,17
19068,0,285,0,51,22,0,0,0,0,322,0,920,0,0,0,1431,559,151,7,88,0,672,0,7,0,0,20,0,0,41
190807,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1910735,0,2,2,0,2,4,0,4,0,0,0,1,0,0,0,6,4,0,0,0,0,0,0,0,0,0,4,3,0,0
1912749,0,0,28,1,1,0,0,5,0,5,0,6,1,0,18,4,3,0,0,0,0,2,0,0,0,0,0,2,0,1
191463,0,1,0,0,0,0,7,0,0,1,0,0,11,1,4,6,0,3,0,0,13,0,0,0,0,0,1,0,0,0
191596,0,0,0,3,0,0,8,0,35,0,0,0,23,3,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0
192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1921879,0,0,5,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
19224,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1928264,7,0,1,6,6,0,16,61,8,0,1,0,0,0,6,2,2,0,0,193,0,48,0,0,0,0,259,82,5,0
1929187,0,0,1,0,0,0,11,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1932379,1,2,0,1,0,0,0,1,0,1,0,6,0,0,0,15,4,2,0,2,0,4,0,2,0,1,0,0,0,0
1933983,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19410,0,0,0,8,0,0,45,0,9,2,0,4,2,0,0,2,1,0,2,0,2,0,14,0,2,0,1,0,0,0
194351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1945651,19,2,0,25,23,21,0,115,0,11,0,52,0,0,29,229,52,7,0,0,0,11,0,8,0,0,5,2,0,120
1946861,0,0,17,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0
1949081,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19635,1,1,0,1,10,0,0,9,0,2,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
